dato,skole,elevdag,sfodag,kommentar
2016-12-30,Lundsvågen naturskole,Nei,Nei,Juleferie
2017-01-01,Lundsvågen naturskole,Nei,Nei,1. Nyttårsdag
2017-01-02,Lundsvågen naturskole,Nei,Nei,Planleggingsdag
2017-02-27,Lundsvågen naturskole,Nei,Nei,Vinterferie
2017-02-28,Lundsvågen naturskole,Nei,Nei,Vinterferie
2017-03-01,Lundsvågen naturskole,Nei,Nei,Vinterferie
2017-03-02,Lundsvågen naturskole,Nei,Nei,Vinterferie
2017-03-03,Lundsvågen naturskole,Nei,Nei,Vinterferie
2017-04-09,Lundsvågen naturskole,Nei,Nei,Palmesøndag
2017-04-10,Lundsvågen naturskole,Nei,Nei,Påskeferie
2017-04-11,Lundsvågen naturskole,Nei,Nei,Påskeferie
2017-04-12,Lundsvågen naturskole,Nei,Nei,Påskeferie
2017-04-13,Lundsvågen naturskole,Nei,Nei,Skjærtorsdag
2017-04-14,Lundsvågen naturskole,Nei,Nei,Langfredag
2017-04-16,Lundsvågen naturskole,Nei,Nei,1. påskedag
2017-04-17,Lundsvågen naturskole,Nei,Nei,2. påskedag
2017-05-01,Lundsvågen naturskole,Nei,Nei,Off. Høytidsdag
2017-05-17,Lundsvågen naturskole,Nei,Nei,Grunnlovsdag
2017-05-25,Lundsvågen naturskole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Lundsvågen naturskole,Nei,Nei,Fridag
2017-06-04,Lundsvågen naturskole,Nei,Nei,1. pinsedag
2017-06-05,Lundsvågen naturskole,Nei,Nei,2. pinsedag
2016-08-01,Madlamark skole,Nei,Ja,første dag - sfo 
2016-08-11,Madlamark skole,Nei,Ja,Planleggingsdag
2016-08-12,Madlamark skole,Nei,Ja,Planleggingsdag
2016-08-15,Madlamark skole,Nei,Ja,Planleggingsdag
2016-08-16,Madlamark skole,Nei,Ja,Planleggingsdag
2016-08-17,Madlamark skole,Nei,Ja,Planleggingsdag
2016-10-10,Madlamark skole,Nei,Ja,Høstferie
2016-10-11,Madlamark skole,Nei,Ja,Høstferie
2016-10-12,Madlamark skole,Nei,Ja,Høstferie
2016-10-13,Madlamark skole,Nei,Ja,Høstferie
2016-10-14,Madlamark skole,Nei,Ja,Høstferie
2016-11-18,Madlamark skole,Nei,Nei,Planleggingsdag
2016-12-22,Madlamark skole,Nei,Ja,Juleferie
2016-12-23,Madlamark skole,Nei,Ja,Juleferie
2016-12-25,Madlamark skole,Nei,Nei,1. juledag
2016-12-26,Madlamark skole,Nei,Nei,2. juledag
2016-12-27,Madlamark skole,Nei,Ja,Juleferie
2016-12-28,Madlamark skole,Nei,Ja,Juleferie
2016-12-29,Madlamark skole,Nei,Ja,Juleferie
2016-12-30,Madlamark skole,Nei,Ja,Juleferie
2017-01-01,Madlamark skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Madlamark skole,Nei,Ja,Juleferie
2017-02-27,Madlamark skole,Nei,Ja,Vinterferie
2017-02-28,Madlamark skole,Nei,Ja,Vinterferie
2017-03-01,Madlamark skole,Nei,Ja,Vinterferie
2017-03-02,Madlamark skole,Nei,Ja,Vinterferie
2017-03-03,Madlamark skole,Nei,Ja,Vinterferie
2017-04-09,Madlamark skole,Nei,Nei,Palmesøndag
2017-04-10,Madlamark skole,Nei,Ja,Påskeferie
2017-04-11,Madlamark skole,Nei,Ja,Påskeferie
2017-04-12,Madlamark skole,Nei,Ja,Påskeferie
2017-04-13,Madlamark skole,Nei,Nei,Skjærtorsdag
2017-04-14,Madlamark skole,Nei,Nei,Langfredag
2017-04-16,Madlamark skole,Nei,Nei,1. påskedag
2017-04-17,Madlamark skole,Nei,Nei,2. påskedag
2017-05-01,Madlamark skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Madlamark skole,Nei,Nei,Grunnlovsdag
2017-05-25,Madlamark skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Madlamark skole,Nei,Nei,Planleggingsdag
2017-06-04,Madlamark skole,Nei,Nei,1. pinsedag
2017-06-05,Madlamark skole,Nei,Nei,2. pinsedag
2017-06-30,Madlamark skole,Nei,Ja,siste dag - sfo
2016-08-01,Madlavoll skole,Nei,Ja,første dag - sfo 
2016-08-15,Madlavoll skole,Nei,Ja,Planleggingsdag
2016-08-16,Madlavoll skole,Nei,Nei,Planleggingsdag
2016-08-17,Madlavoll skole,Nei,Nei,Planleggingsdag
2016-10-10,Madlavoll skole,Nei,Ja,Høstferie
2016-10-11,Madlavoll skole,Nei,Ja,Høstferie
2016-10-12,Madlavoll skole,Nei,Ja,Høstferie
2016-10-13,Madlavoll skole,Nei,Ja,Høstferie
2016-10-14,Madlavoll skole,Nei,Ja,Høstferie
2016-11-18,Madlavoll skole,Nei,Nei,Planleggingsdag
2016-12-22,Madlavoll skole,Nei,Ja,Juleferie
2016-12-23,Madlavoll skole,Nei,Ja,Juleferie
2016-12-25,Madlavoll skole,Nei,Nei,1. juledag
2016-12-26,Madlavoll skole,Nei,Nei,2. juledag
2016-12-27,Madlavoll skole,Nei,Ja,Juleferie
2016-12-28,Madlavoll skole,Nei,Ja,Juleferie
2016-12-29,Madlavoll skole,Nei,Ja,Juleferie
2016-12-30,Madlavoll skole,Nei,Ja,Juleferie
2017-01-01,Madlavoll skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Madlavoll skole,Nei,Nei,Planleggingsdag
2017-02-27,Madlavoll skole,Nei,Ja,Vinterferie
2017-02-28,Madlavoll skole,Nei,Ja,Vinterferie
2017-03-01,Madlavoll skole,Nei,Ja,Vinterferie
2017-03-02,Madlavoll skole,Nei,Ja,Vinterferie
2017-03-03,Madlavoll skole,Nei,Ja,Vinterferie
2017-04-09,Madlavoll skole,Nei,Nei,Palmesøndag
2017-04-10,Madlavoll skole,Nei,Ja,Påskeferie
2017-04-11,Madlavoll skole,Nei,Ja,Påskeferie
2017-04-12,Madlavoll skole,Nei,Ja,Påskeferie
2017-04-13,Madlavoll skole,Nei,Nei,Skjærtorsdag
2017-04-14,Madlavoll skole,Nei,Nei,Langfredag
2017-04-16,Madlavoll skole,Nei,Nei,1. påskedag
2017-04-17,Madlavoll skole,Nei,Nei,2. påskedag
2017-04-18,Madlavoll skole,Nei,Nei,Planleggingsdag
2017-05-01,Madlavoll skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Madlavoll skole,Nei,Nei,Grunnlovsdag
2017-05-25,Madlavoll skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Madlavoll skole,Nei,Nei,Planleggingsdag
2017-06-04,Madlavoll skole,Nei,Nei,1. pinsedag
2017-06-05,Madlavoll skole,Nei,Nei,2. pinsedag
2017-06-30,Madlavoll skole,Nei,Ja,siste dag - sfo
2016-08-01,Nylund skole,Nei,Ja,første dag - sfo 
2016-08-15,Nylund skole,Nei,Nei,Planleggingsdag
2016-08-16,Nylund skole,Nei,Ja,Planleggingsdag
2016-08-17,Nylund skole,Nei,Nei,Planleggingsdag
2016-10-10,Nylund skole,Nei,Ja,Høstferie
2016-10-11,Nylund skole,Nei,Ja,Høstferie
2016-10-12,Nylund skole,Nei,Ja,Høstferie
2016-10-13,Nylund skole,Nei,Ja,Høstferie
2016-10-14,Nylund skole,Nei,Ja,Høstferie
2016-11-18,Nylund skole,Nei,Nei,Planleggingsdag
2016-12-22,Nylund skole,Nei,Ja,Juleferie
2016-12-23,Nylund skole,Nei,Ja,Juleferie
2016-12-25,Nylund skole,Nei,Nei,1. juledag
2016-12-26,Nylund skole,Nei,Nei,2. juledag
2016-12-27,Nylund skole,Nei,Ja,Juleferie
2016-12-28,Nylund skole,Nei,Ja,Juleferie
2016-12-29,Nylund skole,Nei,Ja,Juleferie
2016-12-30,Nylund skole,Nei,Ja,Juleferie
2017-01-01,Nylund skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Nylund skole,Nei,Nei,Planleggingsdag
2017-02-27,Nylund skole,Nei,Ja,Vinterferie
2017-02-28,Nylund skole,Nei,Ja,Vinterferie
2017-03-01,Nylund skole,Nei,Ja,Vinterferie
2017-03-02,Nylund skole,Nei,Ja,Vinterferie
2017-03-03,Nylund skole,Nei,Ja,Vinterferie
2017-04-09,Nylund skole,Nei,Nei,Palmesøndag
2017-04-10,Nylund skole,Nei,Ja,Påskeferie
2017-04-11,Nylund skole,Nei,Ja,Påskeferie
2017-04-12,Nylund skole,Nei,Ja,Påskeferie
2017-04-13,Nylund skole,Nei,Nei,Skjærtorsdag
2017-04-14,Nylund skole,Nei,Nei,Langfredag
2017-04-16,Nylund skole,Nei,Nei,1. påskedag
2017-04-17,Nylund skole,Nei,Nei,2. påskedag
2017-05-01,Nylund skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Nylund skole,Nei,Nei,Grunnlovsdag
2017-05-25,Nylund skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Nylund skole,Nei,Nei,Planleggingsdag
2017-06-04,Nylund skole,Nei,Nei,1. pinsedag
2017-06-05,Nylund skole,Nei,Nei,2. pinsedag
2017-06-30,Nylund skole,Nei,Ja,siste dag - sfo
2016-08-15,Revheim skole,Nei,Nei,Planleggingsdag
2016-08-16,Revheim skole,Nei,Nei,Planleggingsdag
2016-08-17,Revheim skole,Nei,Nei,Planleggingsdag
2016-10-10,Revheim skole,Nei,Nei,Høstferie
2016-10-11,Revheim skole,Nei,Nei,Høstferie
2016-10-12,Revheim skole,Nei,Nei,Høstferie
2016-10-13,Revheim skole,Nei,Nei,Høstferie
2016-10-14,Revheim skole,Nei,Nei,Høstferie
2016-11-18,Revheim skole,Nei,Nei,Planleggingsdag
2016-12-22,Revheim skole,Nei,Nei,Juleferie
2016-12-23,Revheim skole,Nei,Nei,Juleferie
2016-12-25,Revheim skole,Nei,Nei,1. juledag
2016-12-26,Revheim skole,Nei,Nei,2. juledag
2016-12-27,Revheim skole,Nei,Nei,Juleferie
2016-12-28,Revheim skole,Nei,Nei,Juleferie
2016-12-29,Revheim skole,Nei,Nei,Juleferie
2016-12-30,Revheim skole,Nei,Nei,Juleferie
2017-01-01,Revheim skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Revheim skole,Nei,Nei,Planleggingsdag
2017-02-27,Revheim skole,Nei,Nei,Vinterferie
2017-02-28,Revheim skole,Nei,Nei,Vinterferie
2017-03-01,Revheim skole,Nei,Nei,Vinterferie
2017-03-02,Revheim skole,Nei,Nei,Vinterferie
2017-03-03,Revheim skole,Nei,Nei,Vinterferie
2017-04-09,Revheim skole,Nei,Nei,Palmesøndag
2017-04-10,Revheim skole,Nei,Nei,Påskeferie
2017-04-11,Revheim skole,Nei,Nei,Påskeferie
2017-04-12,Revheim skole,Nei,Nei,Påskeferie
2017-04-13,Revheim skole,Nei,Nei,Skjærtorsdag
2017-04-14,Revheim skole,Nei,Nei,Langfredag
2017-04-16,Revheim skole,Nei,Nei,1. påskedag
2017-04-17,Revheim skole,Nei,Nei,2. påskedag
2017-04-18,Revheim skole,Nei,Nei,Planleggingsdag
2017-05-01,Revheim skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Revheim skole,Nei,Nei,Grunnlovsdag
2017-05-25,Revheim skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Revheim skole,Nei,Nei,Fridag
2017-06-04,Revheim skole,Nei,Nei,1. pinsedag
2017-06-05,Revheim skole,Nei,Nei,2. pinsedag
2016-08-01,Roaldsøy skole,Nei,Ja,første dag - sfo
2016-08-15,Roaldsøy skole,Nei,Nei,Planleggingsdag
2016-08-16,Roaldsøy skole,Nei,Nei,Planleggingsdag
2016-08-17,Roaldsøy skole,Nei,Nei,Planleggingsdag
2016-10-10,Roaldsøy skole,Nei,Ja,Høstferie
2016-10-11,Roaldsøy skole,Nei,Ja,Høstferie
2016-10-12,Roaldsøy skole,Nei,Ja,Høstferie
2016-10-13,Roaldsøy skole,Nei,Ja,Høstferie
2016-10-14,Roaldsøy skole,Nei,Ja,Høstferie
2016-11-18,Roaldsøy skole,Nei,Nei,Planleggingsdag
2016-12-22,Roaldsøy skole,Nei,Ja,Juleferie
2016-12-23,Roaldsøy skole,Nei,Ja,Juleferie
2016-12-25,Roaldsøy skole,Nei,Nei,1. juledag
2016-12-26,Roaldsøy skole,Nei,Nei,2. juledag
2016-12-27,Roaldsøy skole,Nei,Ja,Juleferie
2016-12-28,Roaldsøy skole,Nei,Ja,Juleferie
2016-12-29,Roaldsøy skole,Nei,Ja,Juleferie
2016-12-30,Roaldsøy skole,Nei,Ja,Juleferie
2017-01-01,Roaldsøy skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Roaldsøy skole,Nei,Ja,Juleferie
2017-02-27,Roaldsøy skole,Nei,Ja,Vinterferie
2017-02-28,Roaldsøy skole,Nei,Ja,Vinterferie
2017-03-01,Roaldsøy skole,Nei,Ja,Vinterferie
2017-03-02,Roaldsøy skole,Nei,Ja,Vinterferie
2017-03-03,Roaldsøy skole,Nei,Ja,Vinterferie
2017-04-09,Roaldsøy skole,Nei,Nei,Palmesøndag
2017-04-10,Roaldsøy skole,Nei,Ja,Påskeferie
2017-04-11,Roaldsøy skole,Nei,Ja,Påskeferie
2017-04-12,Roaldsøy skole,Nei,Ja,Påskeferie
2017-04-13,Roaldsøy skole,Nei,Nei,Skjærtorsdag
2017-04-14,Roaldsøy skole,Nei,Nei,Langfredag
2017-04-16,Roaldsøy skole,Nei,Nei,1. påskedag
2017-04-17,Roaldsøy skole,Nei,Nei,2. påskedag
2017-04-18,Roaldsøy skole,Nei,Nei,Planleggingsdag
2017-05-01,Roaldsøy skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Roaldsøy skole,Nei,Nei,Grunnlovsdag
2017-05-25,Roaldsøy skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Roaldsøy skole,Nei,Nei,Fridag
2017-06-04,Roaldsøy skole,Nei,Nei,1. pinsedag
2017-06-05,Roaldsøy skole,Nei,Nei,2. pinsedag
2017-06-30,Roaldsøy skole,Nei,Ja,siste dag - sfo
2016-08-01,Skeie skole,Nei,Ja,Planleggingsdag
2016-08-02,Skeie skole,Nei,Ja,første dag - sfo
2016-08-15,Skeie skole,Nei,Nei,Planleggingsdag
2016-08-16,Skeie skole,Nei,Nei,Planleggingsdag
2016-08-17,Skeie skole,Nei,Ja,Planleggingsdag
2016-10-10,Skeie skole,Nei,Ja,Høstferie
2016-10-11,Skeie skole,Nei,Ja,Høstferie
2016-10-12,Skeie skole,Nei,Ja,Høstferie
2016-10-13,Skeie skole,Nei,Ja,Høstferie
2016-10-14,Skeie skole,Nei,Ja,Høstferie
2016-11-17,Skeie skole,Nei,Nei,Planleggingsdag
2016-11-18,Skeie skole,Nei,Nei,Planleggingsdag
2016-12-22,Skeie skole,Nei,Ja,Juleferie
2016-12-23,Skeie skole,Nei,Ja,Juleferie
2016-12-25,Skeie skole,Nei,Nei,1. juledag
2016-12-26,Skeie skole,Nei,Nei,2. juledag
2016-12-27,Skeie skole,Nei,Ja,Juleferie
2016-12-28,Skeie skole,Nei,Ja,Juleferie
2016-12-29,Skeie skole,Nei,Ja,Juleferie
2016-12-30,Skeie skole,Nei,Ja,Juleferie
2017-01-01,Skeie skole,Nei,Nei,1. Nyttårsdag
2017-02-27,Skeie skole,Nei,Ja,Vinterferie
2017-02-28,Skeie skole,Nei,Ja,Vinterferie
2017-03-01,Skeie skole,Nei,Ja,Vinterferie
2017-03-02,Skeie skole,Nei,Ja,Vinterferie
2017-03-03,Skeie skole,Nei,Ja,Vinterferie
2017-04-09,Skeie skole,Nei,Nei,Palmesøndag
2017-04-10,Skeie skole,Nei,Ja,Påskeferie
2017-04-11,Skeie skole,Nei,Ja,Påskeferie
2017-04-12,Skeie skole,Nei,Ja,Påskeferie
2017-04-13,Skeie skole,Nei,Nei,Skjærtorsdag
2017-04-14,Skeie skole,Nei,Nei,Langfredag
2017-04-16,Skeie skole,Nei,Nei,1. påskedag
2017-04-17,Skeie skole,Nei,Nei,2. påskedag
2017-05-01,Skeie skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Skeie skole,Nei,Nei,Grunnlovsdag
2017-05-25,Skeie skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Skeie skole,Nei,Ja,Fridag
2017-06-04,Skeie skole,Nei,Nei,1. pinsedag
2017-06-05,Skeie skole,Nei,Nei,2. pinsedag
2017-06-30,Skeie skole,Nei,Ja,siste dag - sfo
2016-08-15,Smiodden skole,Nei,Nei,Planleggingsdag
2016-08-16,Smiodden skole,Nei,Ja,Planleggingsdag
2016-08-17,Smiodden skole,Nei,Ja,Planleggingsdag
2016-10-10,Smiodden skole,Nei,Ja,Høstferie
2016-10-11,Smiodden skole,Nei,Ja,Høstferie
2016-10-12,Smiodden skole,Nei,Ja,Høstferie
2016-10-13,Smiodden skole,Nei,Ja,Høstferie
2016-10-14,Smiodden skole,Nei,Ja,Høstferie
2016-11-18,Smiodden skole,Nei,Nei,Planleggingsdag
2016-12-22,Smiodden skole,Nei,Ja,Juleferie
2016-12-23,Smiodden skole,Nei,Ja,Juleferie
2016-12-25,Smiodden skole,Nei,Nei,1. juledag
2016-12-26,Smiodden skole,Nei,Nei,2. juledag
2016-12-27,Smiodden skole,Nei,Ja,Juleferie
2016-12-28,Smiodden skole,Nei,Ja,Juleferie
2016-12-29,Smiodden skole,Nei,Ja,Juleferie
2016-12-30,Smiodden skole,Nei,Ja,Juleferie
2017-01-01,Smiodden skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Smiodden skole,Nei,Ja,Planleggingsdag
2017-02-27,Smiodden skole,Nei,Ja,Vinterferie
2017-02-28,Smiodden skole,Nei,Ja,Vinterferie
2017-03-01,Smiodden skole,Nei,Ja,Vinterferie
2017-03-02,Smiodden skole,Nei,Ja,Vinterferie
2017-03-03,Smiodden skole,Nei,Ja,Vinterferie
2017-04-09,Smiodden skole,Nei,Nei,Palmesøndag
2017-04-10,Smiodden skole,Nei,Ja,Påskeferie
2017-04-11,Smiodden skole,Nei,Ja,Påskeferie
2017-04-12,Smiodden skole,Nei,Ja,Påskeferie
2017-04-13,Smiodden skole,Nei,Nei,Skjærtorsdag
2017-04-14,Smiodden skole,Nei,Nei,Langfredag
2017-04-16,Smiodden skole,Nei,Nei,1. påskedag
2017-04-17,Smiodden skole,Nei,Nei,2. påskedag
2017-05-01,Smiodden skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Smiodden skole,Nei,Nei,Grunnlovsdag
2017-05-25,Smiodden skole,Nei,Nei,Kristi Himmelfartsdag
2017-06-04,Smiodden skole,Nei,Nei,1. pinsedag
2017-06-05,Smiodden skole,Nei,Nei,2. pinsedag
2016-08-01,Storhaug skole,Nei,Nei,Planleggingsdag
2016-08-02,Storhaug skole,Nei,Ja,første dag - sfo
2016-08-15,Storhaug skole,Nei,Nei,Planleggingsdag
2016-08-16,Storhaug skole,Nei,Ja,Planleggingsdag
2016-08-17,Storhaug skole,Nei,Nei,Planleggingsdag
2016-10-10,Storhaug skole,Nei,Ja,Høstferie
2016-10-11,Storhaug skole,Nei,Ja,Høstferie
2016-10-12,Storhaug skole,Nei,Ja,Høstferie
2016-10-13,Storhaug skole,Nei,Ja,Høstferie
2016-10-14,Storhaug skole,Nei,Ja,Høstferie
2016-11-18,Storhaug skole,Nei,Nei,Planleggingsdag
2016-12-22,Storhaug skole,Nei,Ja,Juleferie
2016-12-23,Storhaug skole,Nei,Ja,Juleferie
2016-12-25,Storhaug skole,Nei,Nei,1. juledag
2016-12-26,Storhaug skole,Nei,Nei,2. juledag
2016-12-27,Storhaug skole,Nei,Ja,Juleferie
2016-12-28,Storhaug skole,Nei,Ja,Juleferie
2016-12-29,Storhaug skole,Nei,Ja,Juleferie
2016-12-30,Storhaug skole,Nei,Ja,Juleferie
2017-01-01,Storhaug skole,Nei,Nei,1. Nyttårsdag
2017-02-27,Storhaug skole,Nei,Ja,Vinterferie
2017-02-28,Storhaug skole,Nei,Ja,Vinterferie
2017-03-01,Storhaug skole,Nei,Ja,Vinterferie
2017-03-02,Storhaug skole,Nei,Ja,Vinterferie
2017-03-03,Storhaug skole,Nei,Ja,Vinterferie
2017-04-09,Storhaug skole,Nei,Nei,Palmesøndag
2017-04-10,Storhaug skole,Nei,Ja,Påskeferie
2017-04-11,Storhaug skole,Nei,Ja,Påskeferie
2017-04-12,Storhaug skole,Nei,Ja,Påskeferie
2017-04-13,Storhaug skole,Nei,Nei,Skjærtorsdag
2017-04-14,Storhaug skole,Nei,Nei,Langfredag
2017-04-16,Storhaug skole,Nei,Nei,1. påskedag
2017-04-17,Storhaug skole,Nei,Nei,2. påskedag
2017-04-18,Storhaug skole,Nei,Nei,Planleggingsdag
2017-05-01,Storhaug skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Storhaug skole,Nei,Nei,Grunnlovsdag
2017-05-25,Storhaug skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Storhaug skole,Nei,Ja,Fridag
2017-06-04,Storhaug skole,Nei,Nei,1. pinsedag
2017-06-05,Storhaug skole,Nei,Nei,2. pinsedag
2017-06-30,Storhaug skole,Nei,Ja,siste dag - sfo
2016-08-15,St. Svithun skole,Nei,Nei,Planleggingsdag
2016-08-16,St. Svithun skole,Nei,Nei,Planleggingsdag
2016-08-17,St. Svithun skole,Nei,Nei,Planleggingsdag
2016-10-10,St. Svithun skole,Nei,Nei,Høstferie
2016-10-11,St. Svithun skole,Nei,Nei,Høstferie
2016-10-12,St. Svithun skole,Nei,Nei,Høstferie
2016-10-13,St. Svithun skole,Nei,Nei,Høstferie
2016-10-14,St. Svithun skole,Nei,Nei,Høstferie
2016-11-18,St. Svithun skole,Nei,Nei,Planleggingsdag
2016-12-22,St. Svithun skole,Nei,Nei,Juleferie
2016-12-23,St. Svithun skole,Nei,Nei,Juleferie
2016-12-25,St. Svithun skole,Nei,Nei,1. juledag
2016-12-26,St. Svithun skole,Nei,Nei,2. juledag
2016-12-27,St. Svithun skole,Nei,Nei,Juleferie
2016-12-28,St. Svithun skole,Nei,Nei,Juleferie
2016-12-29,St. Svithun skole,Nei,Nei,Juleferie
2016-12-30,St. Svithun skole,Nei,Nei,Juleferie
2017-01-01,St. Svithun skole,Nei,Nei,1. Nyttårsdag
2017-02-27,St. Svithun skole,Nei,Nei,Vinterferie
2017-02-28,St. Svithun skole,Nei,Nei,Vinterferie
2017-03-01,St. Svithun skole,Nei,Nei,Vinterferie
2017-03-02,St. Svithun skole,Nei,Nei,Vinterferie
2017-03-03,St. Svithun skole,Nei,Nei,Vinterferie
2017-04-09,St. Svithun skole,Nei,Nei,Palmesøndag
2017-04-10,St. Svithun skole,Nei,Nei,Påskeferie
2017-04-11,St. Svithun skole,Nei,Nei,Påskeferie
2017-04-12,St. Svithun skole,Nei,Nei,Påskeferie
2017-04-13,St. Svithun skole,Nei,Nei,Skjærtorsdag
2017-04-14,St. Svithun skole,Nei,Nei,Langfredag
2017-04-16,St. Svithun skole,Nei,Nei,1. påskedag
2017-04-17,St. Svithun skole,Nei,Nei,2. påskedag
2017-04-18,St. Svithun skole,Nei,Nei,Planleggingsdag
2017-05-01,St. Svithun skole,Nei,Nei,Off. Høytidsdag
2017-05-17,St. Svithun skole,Nei,Nei,Grunnlovsdag
2017-05-25,St. Svithun skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,St. Svithun skole,Nei,Nei,fridag
2017-06-04,St. Svithun skole,Nei,Nei,1. pinsedag
2017-06-05,St. Svithun skole,Nei,Nei,2. pinsedag
2016-08-01,Sunde skole,Nei,Nei,Planleggingsdag
2016-08-02,Sunde skole,Nei,Nei,Planleggingsdag
2016-08-03,Sunde skole,Nei,Ja,første dag - sfo 
2016-08-15,Sunde skole,Nei,Ja,Planleggingsdag
2016-08-16,Sunde skole,Nei,Ja,Planleggingsdag
2016-08-17,Sunde skole,Nei,Nei,Planleggingsdag
2016-10-10,Sunde skole,Nei,Ja,Høstferie
2016-10-11,Sunde skole,Nei,Ja,Høstferie
2016-10-12,Sunde skole,Nei,Ja,Høstferie
2016-10-13,Sunde skole,Nei,Ja,Høstferie
2016-10-14,Sunde skole,Nei,Ja,Høstferie
2016-11-18,Sunde skole,Nei,Nei,Planleggingsdag
2016-12-22,Sunde skole,Nei,Ja,Juleferie
2016-12-23,Sunde skole,Nei,Ja,Juleferie
2016-12-25,Sunde skole,Nei,Nei,1. juledag
2016-12-26,Sunde skole,Nei,Nei,2. juledag
2016-12-27,Sunde skole,Nei,Ja,Juleferie
2016-12-28,Sunde skole,Nei,Ja,Juleferie
2016-12-29,Sunde skole,Nei,Ja,Juleferie
2016-12-30,Sunde skole,Nei,Ja,Juleferie
2017-01-01,Sunde skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Sunde skole,Nei,Ja,Planleggingsdag
2017-02-27,Sunde skole,Nei,Ja,Vinterferie
2017-02-28,Sunde skole,Nei,Ja,Vinterferie
2017-03-01,Sunde skole,Nei,Ja,Vinterferie
2017-03-02,Sunde skole,Nei,Ja,Vinterferie
2017-03-03,Sunde skole,Nei,Ja,Vinterferie
2017-04-09,Sunde skole,Nei,Nei,Palmesøndag
2017-04-10,Sunde skole,Nei,Ja,Påskeferie
2017-04-11,Sunde skole,Nei,Ja,Påskeferie
2017-04-12,Sunde skole,Nei,Ja,Påskeferie
2017-04-13,Sunde skole,Nei,Nei,Skjærtorsdag
2017-04-14,Sunde skole,Nei,Nei,Langfredag
2017-04-16,Sunde skole,Nei,Nei,1. påskedag
2017-04-17,Sunde skole,Nei,Nei,2. påskedag
2017-05-01,Sunde skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Sunde skole,Nei,Nei,Grunnlovsdag
2017-05-25,Sunde skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Sunde skole,Nei,Nei,Planleggingsdag
2017-06-04,Sunde skole,Nei,Nei,1. pinsedag
2017-06-05,Sunde skole,Nei,Nei,2. pinsedag
2017-06-22,Sunde skole,Nei,Ja,Planleggingsdag
2016-08-01,Tastarustå skole,Nei,Ja,første dag - sfo 
2016-08-15,Tastarustå skole,Nei,Nei,Planleggingsdag
2016-08-16,Tastarustå skole,Nei,Nei,Planleggingsdag
2016-08-17,Tastarustå skole,Nei,Nei,Planleggingsdag
2016-10-10,Tastarustå skole,Nei,Ja,Høstferie
2016-10-11,Tastarustå skole,Nei,Ja,Høstferie
2016-10-12,Tastarustå skole,Nei,Ja,Høstferie
2016-10-13,Tastarustå skole,Nei,Ja,Høstferie
2016-10-14,Tastarustå skole,Nei,Ja,Høstferie
2016-12-22,Tastarustå skole,Nei,Ja,Juleferie
2016-12-23,Tastarustå skole,Nei,Ja,Juleferie
2016-12-25,Tastarustå skole,Nei,Nei,1. juledag
2016-12-26,Tastarustå skole,Nei,Nei,2. juledag
2016-12-27,Tastarustå skole,Nei,Ja,Juleferie
2016-12-28,Tastarustå skole,Nei,Ja,Juleferie
2016-12-29,Tastarustå skole,Nei,Ja,Juleferie
2016-12-30,Tastarustå skole,Nei,Ja,Juleferie
2017-01-01,Tastarustå skole,Nei,Nei,1. Nyttårsdag
2017-02-27,Tastarustå skole,Nei,Ja,Vinterferie
2017-02-28,Tastarustå skole,Nei,Ja,Vinterferie
2017-03-01,Tastarustå skole,Nei,Ja,Vinterferie
2017-03-02,Tastarustå skole,Nei,Ja,Vinterferie
2017-03-03,Tastarustå skole,Nei,Ja,Vinterferie
2017-04-09,Tastarustå skole,Nei,Nei,Palmesøndag
2017-04-10,Tastarustå skole,Nei,Ja,Påskeferie
2017-04-11,Tastarustå skole,Nei,Ja,Påskeferie
2017-04-12,Tastarustå skole,Nei,Ja,Påskeferie
2017-04-13,Tastarustå skole,Nei,Nei,Skjærtorsdag
2017-04-14,Tastarustå skole,Nei,Nei,Langfredag
